State,Area_name,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
KY,Estill County,"2,586","4,649","1,977","1,015",25.3,45.5,19.3,9.9
KY,Fayette County,"18,841","41,328","57,520","88,572",9.1,20.0,27.9,42.9
KY,Fleming County,"2,112","3,758","2,708","1,243",21.5,38.3,27.6,12.7
KY,Floyd County,"6,806","9,305","6,939","2,908",26.2,35.8,26.7,11.2
KY,Franklin County,"3,866","10,781","10,118","10,514",11.0,30.6,28.7,29.8
KY,Fulton County,950,"1,696","1,140",579,21.8,38.9,26.1,13.3
KY,Gallatin County,"1,100","2,693","1,337",676,18.9,46.4,23.0,11.6
KY,Garrard County,"2,471","4,508","3,253","2,065",20.1,36.7,26.5,16.8
KY,Grant County,"2,158","7,759","3,854","2,172",13.5,48.7,24.2,13.6
KY,Graves County,"3,716","9,954","7,511","4,114",14.7,39.4,29.7,16.3
KY,Grayson County,"3,547","7,418","4,987","1,858",19.9,41.7,28.0,10.4
KY,Green County,"1,922","3,200","1,879",951,24.2,40.2,23.6,12.0
KY,Greenup County,"2,957","9,361","8,724","4,373",11.6,36.8,34.3,17.2
KY,Hancock County,875,"2,480","1,809",636,15.1,42.8,31.2,11.0
KY,Hardin County,"6,726","21,481","26,300","16,317",9.5,30.3,37.1,23.0
KY,Harlan County,"5,363","6,559","4,927","2,036",28.4,34.7,26.1,10.8
KY,Harrison County,"2,141","5,199","3,647","1,913",16.6,40.3,28.3,14.8
KY,Hart County,"3,057","5,074","2,942","1,477",24.4,40.4,23.4,11.8
KY,Henderson County,"4,222","11,379","10,640","5,706",13.2,35.6,33.3,17.9
KY,Henry County,"1,707","4,544","3,237","1,316",15.8,42.1,30.0,12.2
KY,Hickman County,713,"1,295",702,577,21.7,39.4,21.4,17.6
KY,Hopkins County,"4,278","13,186","9,210","5,069",13.5,41.5,29.0,16.0
KY,Jackson County,"2,390","3,968","1,823","1,136",25.7,42.6,19.6,12.2
KY,Jefferson County,"52,841","141,834","160,800","172,885",10.0,26.8,30.4,32.7
KY,Jessamine County,"4,540","10,374","9,202","10,077",13.3,30.3,26.9,29.5
KY,Johnson County,"3,139","5,586","4,936","2,399",19.5,34.8,30.7,14.9
KY,Kenton County,"11,506","32,033","34,180","34,021",10.3,28.7,30.6,30.4
KY,Knott County,"2,869","3,458","2,974","1,382",26.9,32.4,27.8,12.9
KY,Knox County,"5,836","7,994","4,501","2,772",27.7,37.9,21.3,13.1
KY,Larue County,"1,742","3,978","3,185",998,17.6,40.2,32.2,10.1
KY,Laurel County,"7,787","16,772","11,204","5,539",18.9,40.6,27.1,13.4
KY,Lawrence County,"2,717","4,669","2,420","1,087",24.9,42.9,22.2,10.0
KY,Lee County,"1,443","1,812","1,114",504,29.6,37.2,22.9,10.3
KY,Leslie County,"2,208","2,864","1,622",718,29.8,38.6,21.9,9.7
KY,Letcher County,"4,005","6,056","4,216","1,893",24.8,37.5,26.1,11.7
KY,Lewis County,"2,497","3,825","2,136","1,048",26.3,40.2,22.5,11.0
KY,Lincoln County,"3,673","7,391","3,947","1,874",21.8,43.8,23.4,11.1
KY,Livingston County,"1,095","2,969","1,852",759,16.4,44.5,27.7,11.4
KY,Logan County,"2,888","8,029","4,690","2,755",15.7,43.7,25.5,15.0
KY,Lyon County,770,"2,625","1,962","1,014",12.1,41.2,30.8,15.9
KY,McCracken County,"4,695","13,823","16,130","11,302",10.2,30.1,35.1,24.6
KY,McCreary County,"3,146","5,285","3,084",851,25.4,42.7,24.9,6.9
KY,McLean County,818,"2,643","2,167",770,12.8,41.3,33.9,12.0
KY,Madison County,"7,115","15,231","15,747","16,727",13.0,27.8,28.7,30.5
KY,Magoffin County,"2,723","2,882","2,364",857,30.9,32.7,26.8,9.7
KY,Marion County,"2,554","5,573","3,206","1,725",19.6,42.7,24.6,13.2
KY,Marshall County,"2,770","8,544","7,108","4,270",12.2,37.7,31.3,18.8
KY,Martin County,"2,292","3,312","2,120",714,27.2,39.3,25.1,8.5
KY,Mason County,"1,696","4,423","3,412","2,214",14.4,37.7,29.1,18.9
KY,Meade County,"2,274","6,629","6,898","3,526",11.8,34.3,35.7,18.2
KY,Menifee County,"1,103","2,043",990,527,23.7,43.8,21.2,11.3
KY,Mercer County,"2,223","5,773","4,386","2,633",14.8,38.4,29.2,17.5
KY,Metcalfe County,"1,615","2,586","1,872",918,23.1,37.0,26.8,13.1
KY,Monroe County,"1,900","2,999","1,592",961,25.5,40.2,21.4,12.9
KY,Montgomery County,"2,899","7,696","5,193","3,079",15.4,40.8,27.5,16.3
KY,Morgan County,"2,622","3,650","2,229","1,340",26.6,37.1,22.7,13.6
KY,Muhlenberg County,"4,226","9,412","5,708","2,417",19.4,43.2,26.2,11.1
KY,Nelson County,"3,290","11,805","10,161","5,236",10.8,38.7,33.3,17.2
KY,Nicholas County,"1,092","2,051","1,193",492,22.6,42.5,24.7,10.2
KY,Ohio County,"2,927","7,014","4,268","2,180",17.9,42.8,26.0,13.3
KY,Oldham County,"2,653","9,176","13,138","18,211",6.1,21.3,30.4,42.2
KY,Owen County,"1,282","3,693","1,673",731,17.4,50.0,22.7,9.9
KY,Owsley County,961,"1,152",498,504,30.9,37.0,16.0,16.2
KY,Pendleton County,"1,723","4,365","2,808","1,130",17.2,43.5,28.0,11.3
KY,Perry County,"4,385","6,574","5,599","2,333",23.2,34.8,29.6,12.3
KY,Pike County,"10,198","16,434","10,511","5,574",23.9,38.5,24.6,13.0
KY,Powell County,"1,639","3,527","1,993","1,232",19.5,42.0,23.8,14.7
KY,Pulaski County,"8,143","16,921","12,985","6,896",18.1,37.6,28.9,15.3
KY,Robertson County,337,518,432,245,22.0,33.8,28.2,16.0
KY,Rockcastle County,"2,655","5,175","2,780","1,262",22.4,43.6,23.4,10.6
KY,Rowan County,"2,303","4,140","3,837","3,731",16.4,29.5,27.4,26.6
KY,Russell County,"3,059","4,523","3,291","1,604",24.5,36.3,26.4,12.9
KY,Scott County,"3,343","10,611","10,928","9,955",9.6,30.5,31.4,28.6
KY,Shelby County,"4,683","9,873","9,544","7,714",14.7,31.0,30.0,24.2
KY,Simpson County,"1,720","5,446","3,294","1,732",14.1,44.7,27.0,14.2
KY,Spencer County,"1,299","4,460","4,381","2,564",10.2,35.1,34.5,20.2
KY,Taylor County,"2,354","6,530","4,469","3,175",14.2,39.5,27.0,19.2
KY,Todd County,"1,805","3,156","2,126","1,051",22.2,38.8,26.1,12.9
KY,Trigg County,"1,296","3,215","4,018","1,735",12.6,31.3,39.1,16.9
KY,Trimble County,959,"2,846","1,500",720,15.9,47.2,24.9,12.0
KY,Union County,"1,206","4,385","2,913","1,056",12.6,45.9,30.5,11.0
KY,Warren County,"9,417","21,486","22,249","23,437",12.3,28.1,29.0,30.6
KY,Washington County,"1,352","3,399","1,899","1,434",16.7,42.0,23.5,17.7
KY,Wayne County,"4,115","5,482","3,179","1,879",28.1,37.4,21.7,12.8
KY,Webster County,"1,687","4,177","2,310",892,18.6,46.1,25.5,9.8
KY,Whitley County,"4,686","8,615","5,345","4,424",20.3,37.3,23.2,19.2
KY,Wolfe County,"1,521","1,909","1,233",386,30.1,37.8,24.4,7.6
KY,Woodford County,"1,969","4,978","5,217","5,964",10.9,27.5,28.8,32.9
LA,Lousiana,"471,960","1,055,768","842,620","737,593",15.2,34.0,27.1,23.7
LA,Acadia Parish,"8,911","16,807","9,640","5,458",21.8,41.2,23.6,13.4
LA,Allen Parish,"3,607","7,699","4,353","2,283",20.1,42.9,24.3,12.7
LA,Ascension Parish,"9,106","25,345","22,799","20,953",11.6,32.4,29.2,26.8
LA,Assumption Parish,"4,103","6,798","3,049","1,589",26.4,43.7,19.6,10.2
LA,Avoyelles Parish,"6,714","10,804","6,909","3,358",24.2,38.9,24.9,12.1
LA,Beauregard Parish,"3,741","9,302","7,112","4,281",15.3,38.1,29.1,17.5
LA,Bienville Parish,"1,620","3,951","2,727","1,174",17.1,41.7,28.8,12.4
LA,Bossier Parish,"8,850","24,400","28,335","21,240",10.7,29.5,34.2,25.6
LA,Caddo Parish,"22,427","55,797","49,381","39,232",13.4,33.4,29.6,23.5
LA,Calcasieu Parish,"17,857","44,680","40,708","28,968",13.5,33.8,30.8,21.9
LA,Caldwell Parish,"1,600","2,934","1,293",964,23.6,43.2,19.0,14.2
LA,Cameron Parish,869,"1,857","1,507",558,18.1,38.8,31.5,11.6
LA,Catahoula Parish,"1,607","2,856","1,475",785,23.9,42.5,21.9,11.7
LA,Claiborne Parish,"2,234","4,923","2,978","1,742",18.8,41.4,25.1,14.7
LA,Concordia Parish,"3,070","5,559","3,077","1,711",22.9,41.4,22.9,12.8
LA,De Soto Parish,"3,249","7,887","4,679","2,619",17.6,42.8,25.4,14.2
LA,East Baton Rouge Parish,"27,246","76,449","79,005","96,897",9.7,27.3,28.3,34.7
LA,East Carroll Parish,"1,518","1,872","1,021",409,31.5,38.8,21.2,8.5
LA,East Feliciana Parish,"2,882","6,059","3,521","1,796",20.2,42.5,24.7,12.6
LA,Evangeline Parish,"5,461","8,586","4,766","2,773",25.3,39.8,22.1,12.8
LA,Franklin Parish,"3,184","5,753","2,874","1,599",23.7,42.9,21.4,11.9
LA,Grant Parish,"2,914","6,938","4,748","1,332",18.3,43.5,29.8,8.4
LA,Iberia Parish,"10,053","20,212","10,941","5,994",21.3,42.8,23.2,12.7
LA,Iberville Parish,"4,830","9,269","5,537","3,330",21.0,40.4,24.1,14.5
LA,Jackson Parish,"2,269","4,836","2,561","1,515",20.3,43.3,22.9,13.5
LA,Jefferson Parish,"44,549","95,090","85,657","79,756",14.6,31.2,28.1,26.1
LA,Jefferson Davis Parish,"3,918","8,641","4,873","3,301",18.9,41.7,23.5,15.9
LA,Lafayette Parish,"19,959","48,248","40,286","51,339",12.5,30.2,25.2,32.1
LA,Lafourche Parish,"15,007","26,613","13,649","10,968",22.7,40.2,20.6,16.6
LA,La Salle Parish,"2,294","4,199","2,326","1,221",22.8,41.8,23.2,12.2
LA,Lincoln Parish,"2,995","7,013","6,331","9,384",11.6,27.3,24.6,36.5
LA,Livingston Parish,"13,107","35,380","25,720","16,593",14.4,39.0,28.3,18.3
LA,Madison Parish,"1,920","2,972","1,776",959,25.2,39.0,23.3,12.6
LA,Morehouse Parish,"3,518","7,641","3,891","2,249",20.3,44.2,22.5,13.0
LA,Natchitoches Parish,"3,123","8,097","7,787","4,129",13.5,35.0,33.7,17.8
LA,Orleans Parish,"38,030","63,015","72,498","101,120",13.8,22.9,26.4,36.8
LA,Ouachita Parish,"13,796","34,179","28,391","24,462",13.7,33.9,28.2,24.3
LA,Plaquemines Parish,"2,608","5,277","4,408","2,994",17.1,34.5,28.8,19.6
LA,Pointe Coupee Parish,"3,054","6,221","3,839","2,350",19.7,40.2,24.8,15.2
LA,Rapides Parish,"12,774","32,580","23,640","17,832",14.7,37.5,27.2,20.5
LA,Red River Parish,"1,213","2,349","1,497",818,20.6,40.0,25.5,13.9
LA,Richland Parish,"2,806","5,576","3,483","1,856",20.5,40.6,25.4,13.5
LA,Sabine Parish,"2,420","7,659","4,264","2,163",14.7,46.4,25.8,13.1
LA,St. Bernard Parish,"5,223","11,054","9,701","3,643",17.6,37.3,32.8,12.3
LA,St. Charles Parish,"3,663","12,176","10,662","8,479",10.5,34.8,30.5,24.2
LA,St. Helena Parish,"1,781","2,930","1,593","1,017",24.3,40.0,21.8,13.9
LA,St. James Parish,"2,148","6,252","4,085","2,088",14.7,42.9,28.0,14.3
LA,St. John the Baptist Parish,"3,969","10,907","9,168","4,682",13.8,38.0,31.9,16.3
LA,St. Landry Parish,"12,844","21,964","11,248","7,592",23.9,40.9,21.0,14.2
LA,St. Martin Parish,"6,852","15,071","8,744","5,175",19.1,42.0,24.4,14.4
LA,St. Mary Parish,"6,521","17,443","7,247","3,690",18.7,50.0,20.8,10.6
LA,St. Tammany Parish,"16,752","45,120","52,208","57,516",9.8,26.3,30.4,33.5
LA,Tangipahoa Parish,"14,072","31,892","22,019","16,366",16.7,37.8,26.1,19.4
LA,Tensas Parish,706,"1,492",636,334,22.3,47.1,20.1,10.5
LA,Terrebonne Parish,"15,876","28,539","17,822","11,644",21.5,38.6,24.1,15.8
LA,Union Parish,"2,241","7,338","3,716","2,276",14.4,47.1,23.9,14.6
LA,Vermilion Parish,"8,494","16,478","8,767","5,594",21.6,41.9,22.3,14.2
LA,Vernon Parish,"3,929","11,496","10,116","5,173",12.8,37.4,32.9,16.8
LA,Washington Parish,"7,126","13,475","7,158","3,689",22.7,42.8,22.8,11.7
LA,Webster Parish,"4,579","11,355","7,257","4,130",16.8,41.6,26.6,15.1
LA,West Baton Rouge Parish,"2,605","6,735","4,440","3,577",15.0,38.8,25.6,20.6
LA,West Carroll Parish,"1,683","3,349","1,713",968,21.8,43.4,22.2,12.6
LA,West Feliciana Parish,"1,981","3,927","2,663","2,439",18.0,35.7,24.2,22.2
LA,Winn Parish,"1,902","4,452","2,345","1,467",18.7,43.8,23.1,14.4
ME,Maine,"74,426","308,013","286,179","299,279",7.7,31.8,29.6,30.9
ME,Androscoggin County,"7,241","27,228","23,508","16,540",9.7,36.5,31.5,22.2
ME,Aroostook County,"6,312","18,759","15,794","9,537",12.5,37.2,31.3,18.9
ME,Cumberland County,"10,387","46,659","54,577","97,804",5.0,22.3,26.1,46.7
ME,Franklin County,"1,584","8,013","6,475","5,474",7.4,37.2,30.1,25.4
ME,Hancock County,"2,427","13,350","12,208","13,358",5.9,32.3,29.5,32.3
ME,Kennebec County,"7,220","28,737","27,738","23,622",8.3,32.9,31.8,27.1
ME,Knox County,"1,890","10,059","8,765","9,317",6.3,33.5,29.2,31.0
ME,Lincoln County,"1,877","8,674","7,034","8,561",7.2,33.2,26.9,32.7
ME,Oxford County,"3,772","18,321","12,181","8,040",8.9,43.3,28.8,19.0
ME,Penobscot County,"9,046","36,073","33,132","29,141",8.4,33.6,30.9,27.1
ME,Piscataquis County,"1,293","5,218","4,046","2,368",10.0,40.4,31.3,18.3
ME,Sagadahoc County,"1,548","7,911","7,505","9,344",5.9,30.1,28.5,35.5
ME,Somerset County,"4,527","15,052","11,687","6,163",12.1,40.2,31.2,16.5
ME,Waldo County,"2,207","9,456","8,789","8,589",7.6,32.6,30.3,29.6
ME,Washington County,"2,710","9,099","6,645","4,854",11.6,39.0,28.5,20.8
ME,York County,"10,385","45,404","46,095","46,567",7.0,30.6,31.1,31.4
MD,Maryland,"409,757","1,021,847","1,052,689","1,630,565",10.0,24.8,25.6,39.6
MD,Allegany County,"5,043","21,007","14,979","9,161",10.0,41.9,29.8,18.3
MD,Anne Arundel County,"30,657","93,031","106,936","159,821",7.9,23.8,27.4,40.9
MD,Baltimore County,"50,831","150,542","150,963","221,773",8.9,26.2,26.3,38.6
MD,Calvert County,"3,773","18,724","20,001","19,212",6.1,30.3,32.4,31.1
MD,Caroline County,"3,611","9,102","5,900","3,776",16.1,40.7,26.4,16.9
MD,Carroll County,"9,045","34,707","30,950","41,280",7.8,29.9,26.7,35.6
MD,Cecil County,"7,768","26,586","20,081","16,072",11.0,37.7,28.5,22.8
MD,Charles County,"7,240","32,983","34,476","30,379",6.9,31.4,32.8,28.9
MD,Dorchester County,"3,039","9,168","6,219","4,827",13.1,39.4,26.7,20.8
MD,Frederick County,"12,884","40,866","46,253","68,432",7.6,24.3,27.5,40.6
MD,Garrett County,"2,290","9,363","5,425","4,294",10.7,43.8,25.4,20.1
MD,Harford County,"12,561","46,075","52,724","62,062",7.2,26.6,30.4,35.8
MD,Howard County,"9,527","29,650","42,897","130,437",4.5,14.0,20.2,61.4
MD,Kent County,"1,672","3,982","3,516","4,759",12.0,28.6,25.2,34.2
MD,Montgomery County,"62,517","94,875","135,383","421,720",8.7,13.3,18.9,59.0
MD,Prince George's County,"82,288","156,769","172,415","199,620",13.5,25.7,28.2,32.7
MD,Queen Anne's County,"2,748","10,300","9,651","12,144",7.9,29.6,27.7,34.9
MD,St. Mary's County,"7,479","22,068","20,893","23,164",10.2,30.0,28.4,31.5
MD,Somerset County,"3,087","6,868","4,429","2,674",18.1,40.3,26.0,15.7
MD,Talbot County,"2,633","7,197","7,411","10,839",9.4,25.6,26.4,38.6
MD,Washington County,"13,723","37,982","30,357","22,409",13.1,36.4,29.1,21.4
MD,Wicomico County,"7,633","20,867","18,468","17,188",11.9,32.5,28.8,26.8
MD,Worcester County,"3,579","12,372","11,291","11,907",9.1,31.6,28.8,30.4
MD,Baltimore city,"64,129","126,763","101,071","132,615",15.1,29.9,23.8,31.2
MA,Massachusetts,"454,360","1,150,846","1,105,887","2,037,702",9.6,24.2,23.3,42.9
MA,Barnstable County,"7,448","40,194","46,899","70,795",4.5,24.3,28.4,42.8
MA,Berkshire County,"8,271","27,750","25,891","31,034",8.9,29.9,27.9,33.4
MA,Bristol County,"58,891","116,818","105,441","109,080",15.1,29.9,27.0,28.0
MA,Dukes County,575,"3,091","3,444","5,621",4.5,24.3,27.1,44.2
MA,Essex County,"57,928","135,741","133,206","212,106",10.7,25.2,24.7,39.4
MA,Franklin County,"3,670","14,911","14,843","19,786",6.9,28.0,27.9,37.2
MA,Hampden County,"46,509","93,236","90,654","85,913",14.7,29.5,28.7,27.2
MA,Hampshire County,"5,559","23,457","24,151","46,210",5.6,23.6,24.3,46.5
MA,Middlesex County,"76,765","218,287","205,211","616,179",6.9,19.6,18.4,55.2
MA,Nantucket County,380,"1,476","2,021","4,148",4.7,18.4,25.2,51.7
MA,Norfolk County,"29,903","95,171","104,770","258,768",6.1,19.5,21.4,53.0
MA,Plymouth County,"25,173","99,134","100,674","130,354",7.1,27.9,28.3,36.7
MA,Suffolk County,"79,176","122,750","100,097","244,827",14.5,22.4,18.3,44.8
MA,Worcester County,"54,112","158,830","148,585","202,881",9.6,28.1,26.3,35.9
MI,Michigan,"641,536","1,966,809","2,226,818","1,937,052",9.5,29.0,32.9,28.6
MI,Alcona County,973,"3,333","2,865","1,334",11.4,39.2,33.7,15.7
MI,Alger County,759,"3,117","1,930","1,224",10.8,44.3,27.5,17.4
MI,Allegan County,"7,278","29,465","23,472","17,640",9.3,37.8,30.1,22.7
MI,Alpena County,"1,765","7,050","8,577","3,677",8.4,33.5,40.7,17.5
MI,Antrim County,"1,478","5,555","5,432","4,899",8.5,32.0,31.3,28.2
MI,Arenac County,"1,429","4,814","3,796","1,341",12.6,42.3,33.4,11.8
MI,Baraga County,697,"2,714","1,933",905,11.2,43.4,30.9,14.5
MI,Barry County,"3,071","15,812","14,518","8,422",7.3,37.8,34.7,20.1
MI,Bay County,"7,778","26,000","26,941","14,173",10.4,34.7,36.0,18.9
MI,Benzie County,856,"4,198","4,273","3,857",6.5,31.8,32.4,29.3
MI,Berrien County,"11,190","31,103","35,501","29,799",10.4,28.9,33.0,27.7
MI,Branch County,"3,289","12,451","10,135","4,271",10.9,41.3,33.6,14.2
MI,Calhoun County,"8,123","33,106","30,526","19,318",8.9,36.4,33.5,21.2
MI,Cass County,"4,441","12,159","13,005","6,975",12.1,33.2,35.6,19.1
MI,Charlevoix County,"1,236","5,676","6,350","5,961",6.4,29.5,33.0,31.0
MI,Cheboygan County,"1,821","7,339","6,222","3,972",9.4,37.9,32.1,20.5
MI,Chippewa County,"2,649","9,074","8,767","5,462",10.2,35.0,33.8,21.0
MI,Clare County,"3,417","8,546","7,700","2,710",15.3,38.2,34.4,12.1
MI,Clinton County,"3,110","14,346","19,007","16,716",5.8,27.0,35.7,31.4
MI,Crawford County,"1,142","3,512","3,795","1,950",11.0,33.8,36.5,18.8
MI,Delta County,"1,603","8,807","10,326","5,676",6.1,33.3,39.1,21.5
MI,Dickinson County,972,"6,279","6,412","4,937",5.2,33.8,34.5,26.5
MI,Eaton County,"4,658","21,320","29,812","20,445",6.1,28.0,39.1,26.8
MI,Emmet County,"1,481","5,847","8,515","8,059",6.2,24.5,35.6,33.7
MI,Genesee County,"26,624","88,970","104,807","58,329",9.6,31.9,37.6,20.9
MI,Gladwin County,"2,490","7,430","6,257","2,592",13.3,39.6,33.3,13.8
MI,Gogebic County,787,"4,432","4,235","2,330",6.7,37.6,35.9,19.8
MI,Grand Traverse County,"3,181","16,160","23,587","23,173",4.8,24.4,35.7,35.1
MI,Gratiot County,"2,645","11,374","10,162","3,938",9.4,40.4,36.1,14.0
MI,Hillsdale County,"3,649","12,046","10,244","5,319",11.7,38.5,32.8,17.0
MI,Houghton County,"1,517","7,160","5,498","7,041",7.2,33.7,25.9,33.2
MI,Huron County,"2,577","9,773","7,248","3,588",11.1,42.2,31.3,15.5
MI,Ingham County,"12,738","37,856","56,717","67,150",7.3,21.7,32.5,38.5
MI,Ionia County,"4,280","17,184","14,908","6,988",9.9,39.6,34.4,16.1
MI,Iosco County,"2,167","7,361","6,795","3,171",11.1,37.8,34.9,16.3
MI,Iron County,698,"3,832","2,575","1,647",8.0,43.8,29.4,18.8
MI,Isabella County,"3,205","12,045","11,859","11,159",8.4,31.5,31.0,29.2
MI,Jackson County,"10,304","36,202","39,822","23,483",9.4,33.0,36.3,21.4
MI,Kalamazoo County,"10,469","35,872","54,609","62,075",6.4,22.0,33.5,38.1
MI,Kalkaska County,"1,672","5,210","4,211","1,493",13.3,41.4,33.5,11.9
MI,Kent County,"41,102","103,202","129,390","148,413",9.7,24.4,30.7,35.2
MI,Keweenaw County,66,550,550,510,3.9,32.8,32.8,30.4
MI,Lake County,"1,538","3,848","2,632","1,019",17.0,42.6,29.1,11.3
MI,Lapeer County,"5,765","22,220","23,124","11,066",9.3,35.7,37.2,17.8
MI,Leelanau County,797,"3,623","5,079","7,111",4.8,21.8,30.6,42.8
MI,Lenawee County,"6,278","25,224","22,343","14,199",9.2,37.1,32.8,20.9
MI,Livingston County,"6,040","34,004","45,464","45,639",4.6,25.9,34.7,34.8
MI,Luce County,575,"1,840","1,588",779,12.0,38.5,33.2,16.3
MI,Mackinac County,810,"2,848","2,833","1,806",9.8,34.3,34.1,21.8
MI,Macomb County,"62,977","180,999","215,523","149,504",10.3,29.7,35.4,24.5
MI,Manistee County,"1,715","6,583","6,299","3,651",9.4,36.1,34.5,20.0
MI,Marquette County,"2,081","14,017","14,342","14,003",4.7,31.5,32.3,31.5
MI,Mason County,"1,587","6,975","7,435","4,830",7.6,33.5,35.7,23.2
MI,Mecosta County,"2,828","9,700","8,405","5,874",10.5,36.2,31.4,21.9
MI,Menominee County,"1,306","7,360","5,663","2,874",7.6,42.8,32.9,16.7
MI,Midland County,"3,323","16,881","18,149","19,789",5.7,29.0,31.2,34.0
MI,Missaukee County,"1,164","4,362","3,493","1,376",11.2,42.0,33.6,13.2
MI,Monroe County,"9,209","37,772","37,731","20,036",8.8,36.1,36.0,19.1
MI,Montcalm County,"5,300","17,475","15,315","5,673",12.1,39.9,35.0,13.0
MI,Montmorency County,972,"3,176","2,275",946,13.2,43.1,30.9,12.8
MI,Muskegon County,"10,771","40,566","43,822","22,425",9.2,34.5,37.3,19.1
MI,Newaygo County,"4,423","13,458","10,244","5,299",13.2,40.3,30.6,15.9
MI,Oakland County,"53,868","164,936","251,606","407,776",6.1,18.8,28.7,46.4
MI,Oceana County,"2,546","6,396","5,727","3,406",14.1,35.4,31.7,18.8
MI,Ogemaw County,"2,270","6,108","5,401","1,891",14.5,39.0,34.5,12.1
MI,Ontonagon County,364,"2,005","1,695",861,7.4,40.7,34.4,17.5
MI,Osceola County,"1,914","7,187","4,894","2,242",11.8,44.3,30.1,13.8
MI,Oscoda County,"1,030","2,323","2,160",661,16.7,37.6,35.0,10.7
MI,Otsego County,"1,357","5,847","5,869","4,170",7.9,33.9,34.0,24.2
MI,Ottawa County,"12,913","50,168","53,777","58,810",7.4,28.6,30.6,33.5
MI,Presque Isle County,"1,085","3,932","3,233","1,726",10.9,39.4,32.4,17.3
MI,Roscommon County,"1,908","7,691","6,475","2,816",10.1,40.7,34.3,14.9
MI,Saginaw County,"13,876","44,370","45,954","27,827",10.5,33.6,34.8,21.1
MI,St. Clair County,"10,689","38,628","42,500","20,564",9.5,34.4,37.8,18.3
MI,St. Joseph County,"5,258","15,559","13,546","6,416",12.9,38.2,33.2,15.7
MI,Sanilac County,"3,554","12,140","9,431","4,144",12.1,41.5,32.2,14.2
MI,Schoolcraft County,602,"2,695","1,826",963,9.9,44.3,30.0,15.8
MI,Shiawassee County,"3,613","17,352","18,633","8,215",7.6,36.3,39.0,17.2
MI,Tuscola County,"4,045","15,824","12,905","5,180",10.7,41.7,34.0,13.6
MI,Van Buren County,"6,587","16,350","17,631","10,739",12.8,31.9,34.4,20.9
MI,Washtenaw County,"10,800","33,896","57,051","125,423",4.8,14.9,25.1,55.2
MI,Wayne County,"166,003","353,763","383,495","275,102",14.1,30.0,32.5,23.3
MI,Wexford County,"2,408","8,426","7,966","4,099",10.5,36.8,34.8,17.9
MN,Minnesota,"262,401","930,058","1,216,521","1,322,782",7.0,24.9,32.6,35.4
MN,Aitkin County,"1,111","4,665","4,432","2,157",9.0,37.7,35.8,17.4
MN,Anoka County,"14,385","65,852","85,702","70,007",6.1,27.9,36.3,29.7
MN,Becker County,"1,697","7,379","8,358","5,644",7.4,32.0,36.2,24.5
MN,Beltrami County,"2,437","7,906","9,914","7,907",8.7,28.1,35.2,28.1
MN,Benton County,"2,027","8,233","10,274","5,979",7.6,31.1,38.8,22.6
MN,Big Stone County,357,"1,586","1,158",549,9.8,43.5,31.7,15.0
MN,Blue Earth County,"2,259","10,298","13,039","12,940",5.9,26.7,33.8,33.6
MN,Brown County,"1,285","6,502","5,979","3,519",7.4,37.6,34.6,20.4
MN,Carlton County,"1,460","8,470","9,294","5,571",5.9,34.2,37.5,22.5
MN,Carver County,"2,346","12,334","19,051","31,252",3.6,19.0,29.3,48.1
