i_state_x,area_name,less_than_a_high_school_diploma_2014_18,high_school_diploma_only_2014_18,some_college_or_associate_s_degree_2014_18,bachelor_s_degree_or_higher_2014_18,percent_of_adults_with_less_than_a_high_school_diploma_2014_18,percent_of_adults_with_a_high_school_diploma_only_2014_18,percent_of_adults_completing_some_college_or_associate_s_degree_2014_18,percent_of_adults_with_a_bachelor_s_degree_or_higher_2014_18,i_state_y,povall_2018,ci90lb_all_2018,ci90uball_2018,pctpovall_2018,ci90lballp_2018,ci90uballp_2018,pov017_2018,ci90lb017_2018,ci90ub017_2018,pctpov017_2018,ci90lb017p_2018,ci90ub017p_2018,pov517_2018,ci90lb517_2018,ci90ub517_2018,pctpov517_2018,ci90lb517p_2018,ci90ub517p_2018,medhhinc_2018,ci90lbinc_2018,ci90ubinc_2018,i_state,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,median_household_income_2018,med_hh_income_percent_of_state_total_2018
IA,Wapello County,"2,904","8,591","8,258","4,322",12.1,35.7,34.3,18,IA,"5,032","4,081","5,983",14.7,11.9,17.5,"1,529","1,135","1,923",19.8,14.7,24.9,"1,054",757,"1,351",19.3,13.9,24.7,"48,226","43,795","52,657",IA,"17,677","17,051",626,3.5,"48,226",80.3
IA,Winneshiek County,716,"4,397","4,332","3,989",5.3,32.7,32.2,29.7,IA,"1,755","1,383","2,127",9.8,7.7,11.9,363,278,448,9.9,7.6,12.2,254,188,320,9.2,6.8,11.6,"61,807","57,049","66,565",IA,"11,787","11,463",324,2.7,"61,807",102.9
IA,Woodbury County,"8,688","21,064","20,583","15,047",13.3,32.2,31.5,23,IA,"13,835","11,765","15,905",13.8,11.7,15.9,"5,183","4,191","6,175",19.8,16,23.6,"3,634","2,887","4,381",19.3,15.3,23.3,"60,059","57,267","62,851",IA,"55,010","53,584","1,426",2.6,"60,059",100
IA,Wright County,725,"3,187","3,404","1,573",8.2,35.9,38.3,17.7,IA,"1,321","1,036","1,606",10.6,8.3,12.9,505,360,650,17,12.1,21.9,352,239,465,16.3,11.1,21.5,"54,802","51,110","58,494",IA,"6,462","6,289",173,2.7,"54,802",91.2
KS,Kansas,"175,719","492,819","603,061","623,076",9.3,26,31.8,32.9,KS,"336,892","326,660","347,124",11.9,11.5,12.3,"102,616","97,199","108,033",14.8,14,15.6,"68,153","63,396","72,910",13.5,12.6,14.4,"58,150","57,401","58,899",KS,"1,477,847","1,429,229","48,618",3.3,"58,150",100
KS,Anderson County,454,"2,161","1,682",913,8.7,41.5,32.3,17.5,KS,"1,015",791,"1,239",13.1,10.2,16,328,235,421,16.7,12,21.4,226,155,297,15.6,10.7,20.5,"50,646","45,637","55,655",KS,"4,113","3,973",140,3.4,"50,646",87.1
KS,Atchison County,761,"3,785","3,311","2,208",7.6,37.6,32.9,21.9,KS,"2,326","1,846","2,806",15.5,12.3,18.7,677,494,860,18.3,13.4,23.2,464,325,603,17,11.9,22.1,"49,332","44,599","54,065",KS,"6,997","6,681",316,4.5,"49,332",84.8
KS,Barber County,280,"1,151","1,265",605,8.5,34.9,38.3,18.3,KS,564,441,687,12.8,10,15.6,201,145,257,19.9,14.4,25.4,139,95,183,19,12.9,25.1,"47,634","42,568","52,700",KS,"2,377","2,318",59,2.5,"47,634",81.9
KS,Barton County,"2,052","5,856","6,822","3,319",11.4,32.4,37.8,18.4,KS,"3,673","2,954","4,392",14.5,11.7,17.3,"1,142",834,"1,450",18.9,13.8,24,767,531,"1,003",17.4,12,22.8,"49,991","45,652","54,330",KS,"13,510","13,081",429,3.2,"49,991",86
KS,Bourbon County,846,"2,948","3,802","1,972",8.8,30.8,39.7,20.6,KS,"2,261","1,800","2,722",16,12.7,19.3,828,601,"1,055",22.5,16.3,28.7,567,388,746,21.3,14.6,28,"41,807","39,170","44,444",KS,"7,078","6,788",290,4.1,"41,807",71.9
KS,Chase County,185,503,741,394,10.1,27.6,40.6,21.6,KS,254,193,315,10.3,7.8,12.8,66,47,85,12.8,9.2,16.4,45,30,60,11.9,8,15.8,"50,981","45,479","56,483",KS,"1,464","1,426",38,2.6,"50,981",87.7
KS,Chautauqua County,310,870,855,411,12.7,35.6,35,16.8,KS,553,433,673,17.2,13.5,20.9,170,123,217,26.8,19.4,34.2,120,82,158,25.5,17.4,33.6,"41,129","36,743","45,515",KS,"1,412","1,357",55,3.9,"41,129",70.7
KS,Cloud County,520,"1,855","2,335","1,367",8.6,30.5,38.4,22.5,KS,"1,320","1,092","1,548",16,13.2,18.8,352,259,445,18.4,13.6,23.2,231,161,301,16.4,11.4,21.4,"44,467","40,015","48,919",KS,"3,779","3,652",127,3.4,"44,467",76.5
KS,Coffey County,394,"1,948","2,160","1,337",6.7,33.4,37,22.9,KS,868,707,"1,029",10.7,8.7,12.7,260,204,316,14.8,11.6,18,155,109,201,12.1,8.5,15.7,"58,371","52,268","64,474",KS,"4,080","3,891",189,4.6,"58,371",100.4
KS,Comanche County,92,418,528,237,7.2,32.8,41.4,18.6,KS,186,144,228,11.2,8.7,13.7,58,42,74,14.6,10.5,18.7,37,25,49,12.1,8.2,16,"46,818","41,677","51,959",KS,883,862,21,2.4,"46,818",80.5
KS,Cowley County,"2,370","7,201","9,136","4,718",10.1,30.7,39,20.1,KS,"5,109","4,148","6,070",15.4,12.5,18.3,"1,746","1,316","2,176",21.6,16.3,26.9,"1,148",821,"1,475",19.3,13.8,24.8,"47,864","43,114","52,614",KS,"16,769","16,208",561,3.3,"47,864",82.3
KS,Doniphan County,505,"1,824","1,756",980,10,36,34.7,19.3,KS,955,745,"1,165",13.3,10.4,16.2,281,202,360,17.8,12.8,22.8,192,132,252,16.4,11.2,21.6,"50,949","45,973","55,925",KS,"4,144","3,999",145,3.5,"50,949",87.6
KS,Elk County,250,764,595,284,13.2,40.4,31.4,15,KS,434,341,527,17.7,13.9,21.5,148,106,190,27.8,20,35.6,107,73,141,27.7,18.9,36.5,"37,360","33,408","41,312",KS,"1,167","1,128",39,3.3,"37,360",64.2
KS,Ellis County,"1,273","4,617","5,480","6,079",7.3,26.5,31.4,34.8,KS,"3,303","2,683","3,923",12,9.8,14.2,741,541,941,12.2,8.9,15.5,494,339,649,11.2,7.7,14.7,"53,840","48,898","58,782",KS,"16,886","16,493",393,2.3,"53,840",92.6
KS,Ellsworth County,400,"1,544","1,675",925,8.8,34,36.9,20.4,KS,622,496,748,11.9,9.5,14.3,152,113,191,14.2,10.6,17.8,109,80,138,13.7,10,17.4,"50,261","44,755","55,767",KS,"2,681","2,608",73,2.7,"50,261",86.4
KS,Finney County,"6,275","4,676","6,959","3,686",29.1,21.7,32.2,17.1,KS,"4,740","3,856","5,624",13.2,10.7,15.7,"1,895","1,423","2,367",17.5,13.2,21.8,"1,259",895,"1,623",16.4,11.7,21.1,"56,206","51,009","61,403",KS,"20,451","19,954",497,2.4,"56,206",96.7
KS,Geary County,"1,109","4,853","8,590","4,072",6,26.1,46.1,21.9,KS,"3,263","2,628","3,898",10.3,8.3,12.3,"1,562","1,204","1,920",16,12.3,19.7,"1,090",807,"1,373",18.3,13.6,23,"50,856","46,083","55,629",KS,"11,395","10,868",527,4.6,"50,856",87.5
KS,Gove County,167,650,670,436,8.7,33.8,34.8,22.7,KS,291,229,353,11.4,9,13.8,107,77,137,17.5,12.6,22.4,77,53,101,17.3,11.8,22.8,"49,626","44,436","54,816",KS,"1,415","1,385",30,2.1,"49,626",85.3
KS,Gray County,867,843,"1,280",795,22.9,22.3,33.8,21,KS,447,339,555,7.5,5.7,9.3,160,114,206,9.3,6.6,12,103,69,137,8.1,5.4,10.8,"65,771","61,779","69,763",KS,"3,403","3,336",67,2,"65,771",113.1
KS,Greeley County,100,227,228,227,12.8,29,29.2,29,KS,135,102,168,11.3,8.6,14,59,42,76,18.6,13.3,23.9,42,29,55,17.1,11.7,22.5,"51,606","45,933","57,279",KS,855,838,17,2,"51,606",88.7
KS,Greenwood County,375,"1,544","1,670",877,8.4,34.6,37.4,19.6,KS,861,671,"1,051",14.5,11.3,17.7,273,199,347,21.3,15.6,27,179,121,237,18.9,12.8,25,"43,083","38,857","47,309",KS,"3,228","3,117",111,3.4,"43,083",74.1
KS,Harper County,377,"1,576","1,311",674,9.6,40,33.3,17.1,KS,766,599,933,14.3,11.2,17.4,271,196,346,20.2,14.6,25.8,187,128,246,18.9,12.9,24.9,"45,570","41,120","50,020",KS,"2,731","2,655",76,2.8,"45,570",78.4
KS,Harvey County,"2,048","5,958","7,602","7,027",9,26.3,33.6,31,KS,"3,411","2,749","4,073",10.4,8.4,12.4,"1,100",834,"1,366",13.7,10.4,17,765,565,965,12.7,9.4,16,"57,934","52,709","63,159",KS,"16,719","16,190",529,3.2,"57,934",99.6
KS,Haskell County,769,466,851,405,30.9,18.7,34.2,16.3,KS,413,316,510,10.5,8.1,12.9,163,117,209,14.7,10.6,18.8,113,77,149,13.6,9.3,17.9,"60,808","54,177","67,439",KS,"2,190","2,144",46,2.1,"60,808",104.6
KS,Hodgeman County,123,271,542,371,9.4,20.7,41.5,28.4,KS,210,167,253,11.7,9.3,14.1,54,40,68,13.4,10.1,16.7,37,27,47,13.1,9.4,16.8,"54,058","48,251","59,865",KS,982,958,24,2.4,"54,058",93
KS,Jewell County,132,932,763,372,6,42.4,34.7,16.9,KS,420,336,504,15,12,18,121,88,154,22.9,16.7,29.1,89,63,115,23.7,16.7,30.7,"44,271","39,513","49,029",KS,"1,282","1,248",34,2.7,"44,271",76.1
KS,Kearny County,617,634,752,378,25.9,26.6,31.6,15.9,KS,478,385,571,12.4,10,14.8,198,152,244,17.6,13.5,21.7,137,101,173,16.9,12.5,21.3,"63,248","56,225","70,271",KS,"2,079","2,032",47,2.3,"63,248",108.8
KS,Kingman County,315,"1,675","2,005","1,273",6,31.8,38.1,24.2,KS,786,595,977,11.1,8.4,13.8,280,199,361,18.3,13,23.6,202,137,267,18,12.2,23.8,"56,005","51,285","60,725",KS,"3,389","3,282",107,3.2,"56,005",96.3
KS,Labette County,"1,663","4,517","5,210","2,462",12,32.6,37.6,17.8,KS,"3,129","2,512","3,746",16,12.8,19.2,"1,053",752,"1,354",22.7,16.2,29.2,720,489,951,21.8,14.8,28.8,"44,571","40,712","48,430",KS,"10,181","9,785",396,3.9,"44,571",76.6
KS,Lane County,50,367,461,242,4.5,32.8,41.2,21.6,KS,159,123,195,10.3,8,12.6,50,36,64,14.9,10.9,18.9,35,24,46,14.2,9.9,18.5,"59,240","52,755","65,725",KS,788,766,22,2.8,"59,240",101.9
KS,Leavenworth County,"4,384","15,510","17,068","17,127",8.1,28.7,31.6,31.7,KS,"7,925","6,785","9,065",10.6,9.1,12.1,"2,290","1,853","2,727",12.1,9.8,14.4,"1,602","1,264","1,940",11.7,9.2,14.2,"70,807","64,750","76,864",KS,"36,155","34,856","1,299",3.6,"70,807",121.8
KS,McPherson County,"1,681","5,272","6,767","5,600",8.7,27.3,35,29,KS,"2,881","2,445","3,317",10.5,8.9,12.1,684,537,831,10.7,8.4,13,427,312,542,8.9,6.5,11.3,"58,017","52,752","63,282",KS,"16,468","16,059",409,2.5,"58,017",99.8
KS,Meade County,481,796,914,552,17.5,29,33.3,20.1,KS,376,286,466,9.4,7.2,11.6,139,99,179,13.3,9.5,17.1,97,66,128,12.5,8.5,16.5,"67,220","62,308","72,132",KS,"2,271","2,225",46,2,"67,220",115.6
KS,Morris County,402,"1,493","1,324",812,10,37,32.8,20.1,KS,620,484,756,11.4,8.9,13.9,193,143,243,17.4,12.9,21.9,135,94,176,16.5,11.5,21.5,"49,287","44,170","54,404",KS,"2,994","2,914",80,2.7,"49,287",84.8
KS,Morton County,265,580,715,322,14.1,30.8,38,17.1,KS,286,219,353,11.1,8.5,13.7,106,76,136,16.7,12,21.4,72,49,95,14.5,9.9,19.1,"53,785","48,058","59,512",KS,"1,166","1,129",37,3.2,"53,785",92.5
KS,Nemaha County,436,"2,575","1,998","1,624",6.6,38.8,30.1,24.5,KS,898,709,"1,087",9.1,7.2,11,283,205,361,10.9,7.9,13.9,195,132,258,10.5,7.1,13.9,"59,567","53,664","65,470",KS,"5,460","5,336",124,2.3,"59,567",102.4
KS,Neosho County,910,"3,374","4,242","2,217",8.5,31.4,39.5,20.6,KS,"2,271","1,756","2,786",14.8,11.5,18.1,866,626,"1,106",22.7,16.4,29,593,412,774,21.5,14.9,28.1,"46,176","41,383","50,969",KS,"5,976","5,691",285,4.8,"46,176",79.4
KS,Ness County,197,731,831,409,9.1,33.7,38.3,18.9,KS,291,223,359,10.5,8,13,84,60,108,13.8,9.9,17.7,58,39,77,13.1,8.9,17.3,"51,757","46,942","56,572",KS,"1,330","1,295",35,2.6,"51,757",89
KS,Norton County,424,"1,467","1,479",636,10.6,36.6,36.9,15.9,KS,670,523,817,14.6,11.4,17.8,191,136,246,18.8,13.4,24.2,134,90,178,18.6,12.5,24.7,"47,252","42,374","52,130",KS,"2,736","2,679",57,2.1,"47,252",81.3
KS,Osage County,968,"4,299","3,663","2,039",8.8,39.2,33.4,18.6,KS,"1,953","1,615","2,291",12.5,10.3,14.7,604,456,752,16.6,12.5,20.7,433,319,547,15.9,11.7,20.1,"53,864","49,123","58,605",KS,"8,003","7,706",297,3.7,"53,864",92.6
KS,Osborne County,193,899,909,598,7.4,34.6,35,23,KS,434,340,528,12.9,10.1,15.7,129,93,165,18.6,13.4,23.8,90,62,118,18.3,12.6,24,"46,101","41,435","50,767",KS,"2,036","1,986",50,2.5,"46,101",79.3
KS,Ottawa County,240,"1,500","1,402",963,5.8,36.5,34.2,23.5,KS,577,447,707,10.2,7.9,12.5,172,124,220,13.4,9.7,17.1,120,83,157,12,8.3,15.7,"56,451","50,676","62,226",KS,"3,000","2,917",83,2.8,"56,451",97.1
KS,Pawnee County,618,"1,492","1,978",949,12.3,29.6,39.3,18.8,KS,787,595,979,14.2,10.7,17.7,169,121,217,18.1,13,23.2,110,74,146,16.6,11.2,22,"47,039","42,234","51,844",KS,"2,902","2,812",90,3.1,"47,039",80.9
KS,Pottawatomie County,787,"4,357","4,644","5,149",5.3,29.2,31.1,34.5,KS,"1,907","1,492","2,322",8,6.3,9.7,656,484,828,9.4,6.9,11.9,435,301,569,8.6,6,11.2,"69,975","63,036","76,914",KS,"12,442","12,105",337,2.7,"69,975",120.3
KS,Pratt County,485,"1,541","2,436","1,748",7.8,24.8,39.2,28.1,KS,"1,074",852,"1,296",12,9.5,14.5,381,277,485,16.7,12.1,21.3,236,156,316,14.5,9.6,19.4,"52,567","46,980","58,154",KS,"4,938","4,806",132,2.7,"52,567",90.4
KS,Rawlins County,96,565,730,465,5.2,30.4,39.3,25.1,KS,316,245,387,12.9,10,15.8,99,71,127,19.2,13.8,24.6,71,49,93,19.6,13.4,25.8,"46,638","41,488","51,788",KS,"1,470","1,440",30,2,"46,638",80.2
KS,Reno County,"5,247","12,061","17,042","8,881",12.1,27.9,39.4,20.5,KS,"7,266","5,781","8,751",12.3,9.8,14.8,"2,094","1,460","2,728",15.4,10.7,20.1,"1,340",848,"1,832",13.1,8.3,17.9,"49,341","46,328","52,354",KS,"29,591","28,544","1,047",3.5,"49,341",84.9
KS,Republic County,169,"1,131","1,333",855,4.8,32.4,38.2,24.5,KS,502,393,611,11,8.6,13.4,143,103,183,15,10.8,19.2,103,70,136,14.7,10,19.4,"48,566","44,229","52,903",KS,"2,407","2,343",64,2.7,"48,566",83.5
KS,Rice County,574,"1,805","2,453","1,463",9.1,28.7,39,23.2,KS,"1,221",978,"1,464",13.8,11.1,16.5,407,304,510,19.2,14.3,24.1,277,199,355,17.8,12.8,22.8,"51,686","46,610","56,762",KS,"5,272","5,121",151,2.9,"51,686",88.9
KS,Riley County,"1,601","7,013","11,825","17,403",4.2,18.5,31.2,46,KS,"13,273","11,768","14,778",20.7,18.4,23,"1,535","1,129","1,941",12.7,9.3,16.1,"1,016",721,"1,311",12.8,9.1,16.5,"47,057","43,756","50,358",KS,"35,134","34,146",988,2.8,"47,057",80.9
KS,Rooks County,358,"1,123","1,249",862,10,31.3,34.8,24,KS,550,418,682,11.2,8.5,13.9,169,121,217,15.4,11,19.8,120,82,158,15.3,10.4,20.2,"47,365","42,756","51,974",KS,"2,510","2,432",78,3.1,"47,365",81.5
KS,Seward County,"4,164","4,008","3,459","1,459",31.8,30.6,26.4,11.1,KS,"3,216","2,613","3,819",15.1,12.3,17.9,"1,257",941,"1,573",18.5,13.9,23.1,832,588,"1,076",17.3,12.2,22.4,"50,671","45,937","55,405",KS,"9,544","9,242",302,3.2,"50,671",87.1
KS,Shawnee County,"9,572","37,674","36,044","37,093",8,31.3,29.9,30.8,KS,"24,062","20,967","27,157",13.9,12.1,15.7,"7,149","5,594","8,704",17.5,13.7,21.3,"4,563","3,375","5,751",15.2,11.2,19.2,"53,612","50,017","57,207",KS,"90,498","87,401","3,097",3.4,"53,612",92.2
KS,Sheridan County,99,607,730,390,5.4,33.2,40,21.4,KS,297,224,370,11.9,9,14.8,138,98,178,21.9,15.5,28.3,100,67,133,21.7,14.5,28.9,"50,553","45,292","55,814",KS,"1,418","1,387",31,2.2,"50,553",86.9
KS,Sherman County,295,"1,280","1,674",768,7.3,31.9,41.7,19.1,KS,790,609,971,13.7,10.6,16.8,276,197,355,20.1,14.4,25.8,189,129,249,19.4,13.2,25.6,"45,966","41,065","50,867",KS,"2,887","2,808",79,2.7,"45,966",79
KS,Smith County,185,"1,010","1,038",527,6.7,36.6,37.6,19.1,KS,431,330,532,12.2,9.3,15.1,128,92,164,18,12.9,23.1,91,62,120,18.1,12.4,23.8,"41,899","37,906","45,892",KS,"1,960","1,913",47,2.4,"41,899",72.1
KS,Stafford County,279,884,"1,059",697,9.6,30.3,36.3,23.9,KS,549,427,671,13.4,10.4,16.4,197,143,251,20.5,14.8,26.2,136,94,178,19.5,13.5,25.5,"47,835","42,612","53,058",KS,"1,966","1,915",51,2.6,"47,835",82.3
KS,Stanton County,247,410,440,262,18.2,30.2,32.4,19.3,KS,223,172,274,11.5,8.9,14.1,85,61,109,16.6,11.9,21.3,61,42,80,16.3,11.2,21.4,"60,136","53,515","66,757",KS,999,974,25,2.5,"60,136",103.4
KS,Stevens County,719,"1,028","1,409",440,20,28.6,39.2,12.2,KS,588,462,714,10.7,8.4,13,244,184,304,15.3,11.5,19.1,170,124,216,13.6,9.9,17.3,"58,817","52,537","65,097",KS,"2,592","2,518",74,2.9,"58,817",101.1
KS,Sumner County,"1,213","5,346","5,628","3,477",7.7,34.1,35.9,22.2,KS,"3,016","2,473","3,559",13.4,11,15.8,930,692,"1,168",16.7,12.4,21,620,441,799,14.6,10.4,18.8,"56,946","52,979","60,913",KS,"10,719","10,349",370,3.5,"56,946",97.9
KS,Trego County,140,642,839,478,6.7,30.6,40,22.8,KS,316,244,388,11.6,8.9,14.3,78,57,99,16.3,11.9,20.7,55,38,72,16.2,11.1,21.3,"48,520","43,320","53,720",KS,"1,376","1,334",42,3.1,"48,520",83.4
KS,Wabaunsee County,228,"1,636","1,766","1,105",4.8,34.6,37.3,23.3,KS,548,425,671,8.1,6.3,9.9,171,125,217,10.8,7.9,13.7,111,77,145,9.3,6.4,12.2,"59,744","54,495","64,993",KS,"3,652","3,539",113,3.1,"59,744",102.7
KS,Wallace County,73,298,388,339,6.6,27.1,35.3,30.9,KS,194,151,237,13.1,10.2,16,58,42,74,15.4,11.1,19.7,40,27,53,15.5,10.6,20.4,"51,350","45,819","56,881",KS,819,799,20,2.4,"51,350",88.3
KS,Wichita County,209,435,532,314,14,29.2,35.7,21.1,KS,247,188,306,11.9,9.1,14.7,105,75,135,19.3,13.8,24.8,73,50,96,17.2,11.7,22.7,"59,800","54,378","65,222",KS,"1,314","1,287",27,2.1,"59,800",102.8
KS,Wilson County,770,"2,140","2,297",878,12.7,35.2,37.7,14.4,KS,"1,307","1,039","1,575",15.4,12.2,18.6,452,335,569,22.2,16.5,27.9,302,209,395,20.2,14,26.4,"45,697","41,248","50,146",KS,"4,000","3,829",171,4.3,"45,697",78.6
KS,Woodson County,275,851,894,314,11.8,36.5,38.3,13.5,KS,502,396,608,16.1,12.7,19.5,156,112,200,24,17.3,30.7,106,72,140,21.9,15,28.8,"43,894","40,233","47,555",KS,"1,592","1,524",68,4.3,"43,894",75.5
KS,Wyandotte County,"21,680","33,783","30,238","18,048",20.9,32.6,29.1,17.4,KS,"30,035","26,524","33,546",18.4,16.3,20.5,"11,949","9,952","13,946",26.5,22.1,30.9,"8,032","6,508","9,556",25.1,20.3,29.9,"47,084","44,783","49,385",KS,"76,791","73,124","3,667",4.8,"47,084",81
KY,Kentucky,"429,573","991,791","873,037","709,603",14.3,33,29.1,23.6,KY,"723,053","707,601","738,505",16.7,16.3,17.1,"219,283","210,957","227,609",22.3,21.5,23.1,"150,539","143,195","157,883",21.2,20.2,22.2,"50,189","49,631","50,747",KY,"2,057,791","1,968,611","89,180",4.3,"50,189",100
KY,Ballard County,837,"2,135","1,940",756,14.8,37.7,34.2,13.3,KY,"1,197",937,"1,457",15.3,12,18.6,403,300,506,24.4,18.2,30.6,279,200,358,22.1,15.8,28.4,"47,658","42,991","52,325",KY,"3,538","3,291",247,7,"47,658",95
KY,Barren County,"5,084","12,349","7,487","4,757",17.1,41.6,25.2,16,KY,"8,284","6,966","9,602",19.2,16.1,22.3,"2,690","2,009","3,371",26.8,20,33.6,"1,805","1,267","2,343",25.3,17.8,32.8,"42,439","39,122","45,756",KY,"19,055","18,208",847,4.4,"42,439",84.6
KY,Bath County,"1,878","3,454","1,864","1,015",22.9,42.1,22.7,12.4,KY,"2,495","1,926","3,064",20.4,15.7,25.1,"1,000",721,"1,279",33.1,23.9,42.3,709,491,927,32.1,22.2,42,"44,183","41,281","47,085",KY,"4,615","4,303",312,6.8,"44,183",88
KY,Bell County,"5,832","7,392","4,204","1,713",30.5,38.6,22,8.9,KY,"7,998","6,500","9,496",31.3,25.4,37.2,"2,399","1,832","2,966",43.5,33.2,53.8,"1,718","1,282","2,154",43.1,32.2,54,"29,362","26,357","32,367",KY,"8,489","7,957",532,6.3,"29,362",58.5
KY,Boyd County,"3,933","11,146","12,289","6,928",11.5,32.5,35.8,20.2,KY,"8,229","6,795","9,663",18.3,15.1,21.5,"2,595","1,987","3,203",26.8,20.5,33.1,"1,856","1,394","2,318",26.2,19.7,32.7,"48,020","44,930","51,110",KY,"17,944","16,882","1,062",5.9,"48,020",95.7
KY,Boyle County,"2,561","6,910","5,791","4,671",12.8,34.7,29.1,23.4,KY,"3,962","3,176","4,748",14.8,11.9,17.7,"1,174",862,"1,486",20.3,14.9,25.7,817,576,"1,058",19.4,13.7,25.1,"47,528","43,368","51,688",KY,"12,575","12,016",559,4.4,"47,528",94.7
KY,Bracken County,854,"2,485","1,533",775,15.1,44,27.1,13.7,KY,918,671,"1,165",11.3,8.3,14.3,402,288,516,21.6,15.5,27.7,279,190,368,20.1,13.7,26.5,"56,432","52,793","60,071",KY,"3,814","3,627",187,4.9,"56,432",112.4
KY,Breathitt County,"2,409","3,364","2,148","1,323",26.1,36.4,23.2,14.3,KY,"4,040","3,268","4,812",32.5,26.3,38.7,"1,068",807,"1,329",43.4,32.8,54,750,550,950,44.2,32.4,56,"31,182","27,825","34,539",KY,"3,623","3,360",263,7.3,"31,182",62.1
KY,Breckinridge County,"2,486","6,237","3,717","1,546",17.8,44.6,26.6,11.1,KY,"3,761","3,154","4,368",18.8,15.8,21.8,"1,071",783,"1,359",23.7,17.3,30.1,744,510,978,22.6,15.5,29.7,"47,284","43,158","51,410",KY,"7,954","7,525",429,5.4,"47,284",94.2
KY,Bullitt County,"6,587","22,840","17,696","7,812",12,41.6,32.2,14.2,KY,"7,596","6,279","8,913",9.5,7.9,11.1,"2,184","1,673","2,695",12.6,9.7,15.5,"1,516","1,116","1,916",11.6,8.5,14.7,"61,022","56,277","65,767",KY,"42,769","41,040","1,729",4,"61,022",121.6
KY,Caldwell County,"1,090","4,138","2,390","1,376",12.1,46,26.6,15.3,KY,"2,254","1,826","2,682",18,14.6,21.4,732,548,916,26.6,19.9,33.3,507,365,649,24.9,17.9,31.9,"43,659","40,272","47,046",KY,"5,391","5,134",257,4.8,"43,659",87
KY,Calloway County,"2,628","7,784","6,638","6,974",10.9,32.4,27.6,29,KY,"7,605","6,546","8,664",21.3,18.3,24.3,"1,591","1,217","1,965",23.1,17.7,28.5,"1,089",801,"1,377",22.2,16.3,28.1,"41,873","37,794","45,952",KY,"18,760","18,025",735,3.9,"41,873",83.4
KY,Campbell County,"5,834","18,926","17,250","21,203",9.2,29.9,27.3,33.5,KY,"11,741","10,294","13,188",13.1,11.5,14.7,"2,719","2,166","3,272",14.4,11.5,17.3,"1,885","1,465","2,305",14,10.9,17.1,"60,904","56,626","65,182",KY,"50,542","48,876","1,666",3.3,"60,904",121.3
KY,Carlisle County,630,"1,238","1,023",504,18.6,36.5,30.1,14.8,KY,808,673,943,17.2,14.3,20.1,252,188,316,23.7,17.7,29.7,160,111,209,21.3,14.7,27.9,"41,249","37,060","45,438",KY,"2,258","2,146",112,5,"41,249",82.2
KY,Carter County,"4,071","7,452","4,541","2,540",21.9,40.1,24.4,13.7,KY,"8,154","7,284","9,024",31.1,27.8,34.4,"1,977","1,573","2,381",33.4,26.6,40.2,"1,375","1,059","1,691",32.6,25.1,40.1,"32,906","29,172","36,640",KY,"9,846","8,938",908,9.2,"32,906",65.6
KY,Casey County,"2,745","4,217","2,559","1,466",25,38.4,23.3,13.3,KY,"4,001","3,198","4,804",26,20.8,31.2,"1,358","1,007","1,709",38.5,28.5,48.5,963,684,"1,242",38.2,27.1,49.3,"34,358","31,666","37,050",KY,"6,720","6,405",315,4.7,"34,358",68.5
KY,Edmonson County,"1,830","3,658","2,289",938,21,42,26.3,10.8,KY,"2,110","1,667","2,553",17.4,13.7,21.1,484,335,633,22.1,15.3,28.9,342,222,462,21.4,13.9,28.9,"43,151","38,905","47,397",KY,"4,816","4,559",257,5.3,"43,151",86
KY,Elliott County,"1,216","2,420","1,440",462,22,43.7,26,8.3,KY,"1,621","1,211","2,031",25.2,18.8,31.6,389,265,513,29.1,19.8,38.4,299,201,397,30,20.2,39.8,"35,446","31,597","39,295",KY,"2,053","1,861",192,9.4,"35,446",70.6
KY,Estill County,"2,586","4,649","1,977","1,015",25.3,45.5,19.3,9.9,KY,"3,541","2,808","4,274",25.3,20.1,30.5,980,715,"1,245",33,24.1,41.9,680,479,881,30.8,21.7,39.9,"35,701","31,956","39,446",KY,"5,324","5,034",290,5.4,"35,701",71.1
KY,Fleming County,"2,112","3,758","2,708","1,243",21.5,38.3,27.6,12.7,KY,"2,669","2,118","3,220",18.6,14.8,22.4,985,741,"1,229",29.1,21.9,36.3,664,466,862,26.5,18.6,34.4,"42,571","38,228","46,914",KY,"6,087","5,754",333,5.5,"42,571",84.8
KY,Garrard County,"2,471","4,508","3,253","2,065",20.1,36.7,26.5,16.8,KY,"2,797","2,222","3,372",16.1,12.8,19.4,878,660,"1,096",23.5,17.7,29.3,582,411,753,21,14.8,27.2,"51,203","45,781","56,625",KY,"7,671","7,328",343,4.5,"51,203",102
KY,Graves County,"3,716","9,954","7,511","4,114",14.7,39.4,29.7,16.3,KY,"6,204","5,010","7,398",16.9,13.6,20.2,"2,195","1,619","2,771",25.4,18.7,32.1,"1,515","1,067","1,963",24.5,17.3,31.7,"46,785","42,865","50,705",KY,"15,479","14,704",775,5,"46,785",93.2
KY,Grayson County,"3,547","7,418","4,987","1,858",19.9,41.7,28,10.4,KY,"5,431","4,550","6,312",21.4,17.9,24.9,"1,709","1,312","2,106",28.7,22,35.4,"1,259",964,"1,554",28.5,21.8,35.2,"40,780","36,881","44,679",KY,"10,968","10,430",538,4.9,"40,780",81.3
