State,Area_name,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
TX,"Wise County, TX","31,252","30,184","1,068",3.4,"66,387",109.5
TX,"Wood County, TX","17,356","16,621",735,4.2,"48,384",79.8
TX,"Yoakum County, TX","3,714","3,608",106,2.9,"61,560",101.5
TX,"Young County, TX","8,166","7,904",262,3.2,"49,301",81.3
TX,"Zapata County, TX","5,358","5,063",295,5.5,"33,160",54.7
TX,"Zavala County, TX","3,559","3,219",340,9.6,"30,076",49.6
UT,Utah,"1,569,969","1,522,290","47,679",3.0,"71,381",100.0
UT,"Beaver County, UT","3,005","2,902",103,3.4,"55,940",78.4
UT,"Box Elder County, UT","25,442","24,693",749,2.9,"62,689",87.8
UT,"Cache County, UT","63,252","61,598","1,654",2.6,"60,315",84.5
UT,"Carbon County, UT","8,461","8,090",371,4.4,"51,394",72.0
UT,"Daggett County, UT",398,381,17,4.3,"58,910",82.5
UT,"Davis County, UT","169,969","165,119","4,850",2.9,"84,381",118.2
UT,"Duchesne County, UT","7,712","7,369",343,4.4,"60,767",85.1
UT,"Emery County, UT","4,321","4,119",202,4.7,"54,213",75.9
UT,"Garfield County, UT","2,773","2,561",212,7.6,"51,028",71.5
UT,"Grand County, UT","6,056","5,775",281,4.6,"50,750",71.1
UT,"Iron County, UT","22,861","22,062",799,3.5,"51,393",72.0
UT,"Juab County, UT","5,564","5,401",163,2.9,"65,379",91.6
UT,"Kane County, UT","3,785","3,666",119,3.1,"52,355",73.3
UT,"Millard County, UT","6,200","6,002",198,3.2,"58,644",82.2
UT,"Morgan County, UT","5,440","5,293",147,2.7,"98,875",138.5
UT,"Piute County, UT",480,455,25,5.2,"40,387",56.6
UT,"Rich County, UT","1,171","1,134",37,3.2,"60,695",85.0
UT,"Salt Lake County, UT","619,396","601,161","18,235",2.9,"73,619",103.1
UT,"San Juan County, UT","5,700","5,353",347,6.1,"42,982",60.2
UT,"Sanpete County, UT","12,448","11,995",453,3.6,"52,910",74.1
UT,"Sevier County, UT","9,863","9,519",344,3.5,"54,339",76.1
UT,"Summit County, UT","24,353","23,633",720,3.0,"105,374",147.6
UT,"Tooele County, UT","33,206","32,099","1,107",3.3,"73,584",103.1
UT,"Uintah County, UT","13,583","12,961",622,4.6,"63,631",89.1
UT,"Utah County, UT","299,036","290,741","8,295",2.8,"75,296",105.5
UT,"Wasatch County, UT","15,128","14,660",468,3.1,"85,380",119.6
UT,"Washington County, UT","74,034","71,555","2,479",3.3,"57,069",79.9
UT,"Wayne County, UT","1,427","1,343",84,5.9,"47,175",66.1
UT,"Weber County, UT","124,906","120,651","4,255",3.4,"68,106",95.4
VT,Vermont,"345,300","336,496","8,804",2.5,"60,917",100.0
VT,"Addison County, VT","20,722","20,215",507,2.4,"68,878",113.1
VT,"Bennington County, VT","18,307","17,757",550,3.0,"52,510",86.2
VT,"Caledonia County, VT","14,678","14,218",460,3.1,"50,368",82.7
VT,"Chittenden County, VT","97,097","95,189","1,908",2.0,"74,240",121.9
VT,"Essex County, VT","2,692","2,599",93,3.5,"43,671",71.7
VT,"Franklin County, VT","27,570","26,906",664,2.4,"61,129",100.3
VT,"Grand Isle County, VT","4,070","3,945",125,3.1,"67,746",111.2
VT,"Lamoille County, VT","13,968","13,495",473,3.4,"60,230",98.9
VT,"Orange County, VT","15,933","15,527",406,2.5,"62,300",102.3
VT,"Orleans County, VT","13,501","12,924",577,4.3,"48,688",79.9
VT,"Rutland County, VT","30,752","29,828",924,3.0,"51,723",84.9
VT,"Washington County, VT","34,512","33,658",854,2.5,"61,808",101.5
VT,"Windham County, VT","22,470","21,856",614,2.7,"54,441",89.4
VT,"Windsor County, VT","29,034","28,384",650,2.2,"57,438",94.3
VA,Virginia,"4,341,153","4,209,651","131,502",3.0,"72,600",100.0
VA,"Accomack County, VA","16,748","16,099",649,3.9,"42,879",59.1
VA,"Albemarle County, VA","56,203","54,672","1,531",2.7,"80,392",110.7
VA,"Alleghany County, VA","6,930","6,669",261,3.8,"46,538",64.1
VA,"Amelia County, VA","6,208","6,001",207,3.3,"57,280",78.9
VA,"Amherst County, VA","14,944","14,444",500,3.3,"50,580",69.7
VA,"Appomattox County, VA","7,119","6,855",264,3.7,"51,131",70.4
VA,"Arlington County, VA","152,218","149,115","3,103",2.0,"120,950",166.6
VA,"Augusta County, VA","36,797","35,783","1,014",2.8,"60,556",83.4
VA,"Bath County, VA","2,513","2,450",63,2.5,"50,564",69.6
VA,"Bedford County, VA","38,270","37,083","1,187",3.1,"61,186",84.3
VA,"Bland County, VA","2,833","2,742",91,3.2,"47,681",65.7
VA,"Botetourt County, VA","17,282","16,811",471,2.7,"71,874",99.0
VA,"Brunswick County, VA","6,000","5,699",301,5.0,"41,803",57.6
VA,"Buchanan County, VA","6,928","6,545",383,5.5,"32,144",44.3
VA,"Buckingham County, VA","6,313","6,027",286,4.5,"45,889",63.2
VA,"Campbell County, VA","25,890","25,002",888,3.4,"51,525",71.0
VA,"Caroline County, VA","15,146","14,611",535,3.5,"67,335",92.7
VA,"Carroll County, VA","13,289","12,802",487,3.7,"41,517",57.2
VA,"Charles City County, VA","3,643","3,495",148,4.1,"56,872",78.3
VA,"Charlotte County, VA","5,209","5,015",194,3.7,"41,382",57.0
VA,"Chesterfield County, VA","186,121","180,588","5,533",3.0,"80,734",111.2
VA,"Clarke County, VA","7,500","7,280",220,2.9,"84,021",115.7
VA,"Craig County, VA","2,290","2,207",83,3.6,"50,858",70.1
VA,"Culpeper County, VA","24,278","23,569",709,2.9,"72,111",99.3
VA,"Cumberland County, VA","4,648","4,494",154,3.3,"46,300",63.8
VA,"Dickenson County, VA","4,523","4,287",236,5.2,"35,047",48.3
VA,"Dinwiddie County, VA","13,551","13,069",482,3.6,"57,257",78.9
VA,"Essex County, VA","5,507","5,293",214,3.9,"50,785",70.0
VA,"Fairfax County, VA","626,912","611,282","15,630",2.5,"122,035",168.1
VA,"Fauquier County, VA","36,681","35,709",972,2.6,"93,462",128.7
VA,"Floyd County, VA","8,108","7,884",224,2.8,"48,315",66.5
VA,"Fluvanna County, VA","13,667","13,319",348,2.5,"73,463",101.2
VA,"Franklin County, VA","26,182","25,363",819,3.1,"53,522",73.7
VA,"Frederick County, VA","47,352","46,098","1,254",2.6,"77,684",107.0
VA,"Giles County, VA","7,835","7,569",266,3.4,"50,591",69.7
VA,"Gloucester County, VA","19,481","18,948",533,2.7,"70,938",97.7
VA,"Goochland County, VA","11,124","10,788",336,3.0,"89,331",123.0
VA,"Grayson County, VA","7,667","7,430",237,3.1,"37,550",51.7
VA,"Greene County, VA","10,306","10,042",264,2.6,"67,498",93.0
VA,"Greensville County, VA","4,371","4,209",162,3.7,"43,533",60.0
VA,"Halifax County, VA","15,155","14,525",630,4.2,"43,096",59.4
VA,"Hanover County, VA","58,777","57,218","1,559",2.7,"91,028",125.4
VA,"Henrico County, VA","180,763","175,257","5,506",3.0,"68,581",94.5
VA,"Henry County, VA","23,672","22,781",891,3.8,"36,471",50.2
VA,"Highland County, VA","1,255","1,220",35,2.8,"45,089",62.1
VA,"Isle of Wight County, VA","19,348","18,766",582,3.0,"72,993",100.5
VA,"James City County, VA","36,496","35,422","1,074",2.9,"86,541",119.2
VA,"King and Queen County, VA","3,851","3,732",119,3.1,"51,124",70.4
VA,"King George County, VA","13,194","12,799",395,3.0,"86,619",119.3
VA,"King William County, VA","9,082","8,810",272,3.0,"68,724",94.7
VA,"Lancaster County, VA","5,292","5,059",233,4.4,"52,814",72.7
VA,"Lee County, VA","8,308","7,961",347,4.2,"34,796",47.9
VA,"Loudoun County, VA","219,593","214,065","5,528",2.5,"140,382",193.4
VA,"Louisa County, VA","19,758","19,200",558,2.8,"63,714",87.8
VA,"Lunenburg County, VA","5,320","5,146",174,3.3,"41,421",57.1
VA,"Madison County, VA","7,272","7,092",180,2.5,"60,450",83.3
VA,"Mathews County, VA","4,122","3,997",125,3.0,"61,764",85.1
VA,"Mecklenburg County, VA","12,667","12,145",522,4.1,"44,832",61.8
VA,"Middlesex County, VA","5,230","5,087",143,2.7,"54,871",75.6
VA,"Montgomery County, VA","49,859","48,368","1,491",3.0,"52,538",72.4
VA,"Nelson County, VA","7,318","7,088",230,3.1,"56,690",78.1
VA,"New Kent County, VA","12,396","12,055",341,2.8,"90,858",125.1
VA,"Northampton County, VA","5,385","5,090",295,5.5,"43,157",59.4
VA,"Northumberland County, VA","5,540","5,291",249,4.5,"55,418",76.3
VA,"Nottoway County, VA","7,211","6,986",225,3.1,"46,368",63.9
VA,"Orange County, VA","17,013","16,492",521,3.1,"63,681",87.7
VA,"Page County, VA","11,893","11,389",504,4.2,"49,073",67.6
VA,"Patrick County, VA","7,435","7,144",291,3.9,"42,862",59.0
VA,"Pittsylvania County, VA","30,488","29,391","1,097",3.6,"44,710",61.6
VA,"Powhatan County, VA","14,025","13,644",381,2.7,"88,475",121.9
VA,"Prince Edward County, VA","10,402","9,997",405,3.9,"48,450",66.7
VA,"Prince George County, VA","14,987","14,434",553,3.7,"68,133",93.8
VA,"Prince William County, VA","242,475","235,713","6,762",2.8,"106,200",146.3
VA,"Pulaski County, VA","15,972","15,412",560,3.5,"50,834",70.0
VA,"Rappahannock County, VA","3,640","3,538",102,2.8,"71,035",97.8
VA,"Richmond County, VA","4,050","3,922",128,3.2,"49,399",68.0
VA,"Roanoke County, VA","49,067","47,711","1,356",2.8,"68,734",94.7
VA,"Rockbridge County, VA","10,567","10,246",321,3.0,"53,413",73.6
VA,"Rockingham County, VA","41,080","39,968","1,112",2.7,"61,375",84.5
VA,"Russell County, VA","11,186","10,702",484,4.3,"38,966",53.7
VA,"Scott County, VA","9,100","8,799",301,3.3,"40,161",55.3
VA,"Shenandoah County, VA","22,169","21,528",641,2.9,"55,283",76.1
VA,"Smyth County, VA","13,661","13,109",552,4.0,"40,972",56.4
VA,"Southampton County, VA","9,029","8,774",255,2.8,"52,741",72.6
VA,"Spotsylvania County, VA","66,153","64,094","2,059",3.1,"86,695",119.4
VA,"Stafford County, VA","71,131","68,995","2,136",3.0,"108,421",149.3
VA,"Surry County, VA","3,750","3,620",130,3.5,"54,663",75.3
VA,"Sussex County, VA","3,761","3,572",189,5.0,"43,031",59.3
VA,"Tazewell County, VA","15,911","15,199",712,4.5,"42,074",58.0
VA,"Warren County, VA","20,169","19,540",629,3.1,"65,635",90.4
VA,"Washington County, VA","26,663","25,748",915,3.4,"45,510",62.7
VA,"Westmoreland County, VA","9,371","9,023",348,3.7,"51,414",70.8
VA,"Wise County, VA","13,210","12,548",662,5.0,"38,045",52.4
VA,"Wythe County, VA","13,727","13,208",519,3.8,"46,345",63.8
VA,"York County, VA","32,656","31,730",926,2.8,"86,317",118.9
VA,"Alexandria city, VA","99,979","97,676","2,303",2.3,"99,425",136.9
VA,"Bristol city, VA","7,177","6,903",274,3.8,"36,903",50.8
VA,"Buena Vista city, VA","3,351","3,244",107,3.2,"43,390",59.8
VA,"Charlottesville city, VA","25,963","25,291",672,2.6,"56,997",78.5
VA,"Chesapeake city, VA","122,298","118,533","3,765",3.1,"78,846",108.6
VA,"Colonial Heights city, VA","8,738","8,442",296,3.4,"56,800",78.2
VA,"Covington city, VA","2,400","2,286",114,4.8,"40,504",55.8
VA,"Danville city, VA","19,576","18,569","1,007",5.1,"36,015",49.6
VA,"Emporia city, VA","2,333","2,221",112,4.8,"36,908",50.8
VA,"Fairfax city, VA","13,271","12,963",308,2.3,"105,532",145.4
VA,"Falls Church city, VA","8,480","8,295",185,2.2,"137,551",189.5
VA,"Franklin city, VA","3,589","3,430",159,4.4,"37,327",51.4
VA,"Fredericksburg city, VA","13,963","13,471",492,3.5,"58,448",80.5
VA,"Galax city, VA","2,929","2,827",102,3.5,"36,571",50.4
VA,"Hampton city, VA","64,262","61,619","2,643",4.1,"54,763",75.4
VA,"Harrisonburg city, VA","24,557","23,686",871,3.5,"42,640",58.7
VA,"Hopewell city, VA","9,648","9,178",470,4.9,"42,568",58.6
VA,"Lexington city, VA","2,079","1,979",100,4.8,"48,726",67.1
VA,"Lynchburg city, VA","36,249","34,770","1,479",4.1,"43,200",59.5
VA,"Manassas city, VA","21,770","21,174",596,2.7,"79,141",109.0
VA,"Manassas Park city, VA","9,261","9,005",256,2.8,"77,032",106.1
VA,"Martinsville city, VA","5,470","5,215",255,4.7,"33,892",46.7
VA,"Newport News city, VA","88,574","85,305","3,269",3.7,"50,283",69.3
VA,"Norfolk city, VA","111,338","107,224","4,114",3.7,"48,519",66.8
VA,"Norton city, VA","1,665","1,598",67,4.0,"34,442",47.4
VA,"Petersburg city, VA","12,988","12,179",809,6.2,"37,049",51.0
VA,"Poquoson city, VA","6,361","6,188",173,2.7,"96,057",132.3
VA,"Portsmouth city, VA","44,163","42,331","1,832",4.1,"47,343",65.2
VA,"Radford city, VA","8,615","8,283",332,3.9,"39,254",54.1
VA,"Richmond city, VA","117,557","113,337","4,220",3.6,"48,747",67.1
VA,"Roanoke city, VA","48,878","47,272","1,606",3.3,"42,715",58.8
VA,"Salem city, VA","12,902","12,513",389,3.0,"57,274",78.9
VA,"Staunton city, VA","12,016","11,667",349,2.9,"47,319",65.2
VA,"Suffolk city, VA","44,502","43,044","1,458",3.3,"69,753",96.1
VA,"Virginia Beach city, VA","232,337","225,561","6,776",2.9,"76,520",105.4
VA,"Waynesboro city, VA","10,520","10,175",345,3.3,"47,117",64.9
VA,"Williamsburg city, VA","6,673","6,399",274,4.1,"52,845",72.8
VA,"Winchester city, VA","14,544","14,105",439,3.0,"51,456",70.9
WA,Washington,"3,807,013","3,637,581","169,432",4.5,"74,023",100.0
WA,"Adams County, WA","9,382","8,859",523,5.6,"52,012",70.3
WA,"Asotin County, WA","10,189","9,739",450,4.4,"49,776",67.2
WA,"Benton County, WA","99,023","93,702","5,321",5.4,"69,212",93.5
WA,"Chelan County, WA","45,126","43,003","2,123",4.7,"57,243",77.3
WA,"Clallam County, WA","28,122","26,281","1,841",6.5,"57,183",77.3
WA,"Clark County, WA","233,059","221,615","11,444",4.9,"73,971",99.9
WA,"Columbia County, WA","1,793","1,691",102,5.7,"53,700",72.5
WA,"Cowlitz County, WA","46,339","43,525","2,814",6.1,"58,624",79.2
WA,"Douglas County, WA","21,753","20,567","1,186",5.5,"65,912",89.0
WA,"Ferry County, WA","2,513","2,214",299,11.9,"40,468",54.7
WA,"Franklin County, WA","41,673","39,069","2,604",6.2,"60,483",81.7
WA,"Garfield County, WA",905,851,54,6.0,"50,185",67.8
WA,"Grant County, WA","46,546","43,563","2,983",6.4,"53,688",72.5
WA,"Grays Harbor County, WA","28,263","26,315","1,948",6.9,"48,763",65.9
WA,"Island County, WA","34,676","32,817","1,859",5.4,"65,987",89.1
WA,"Jefferson County, WA","12,270","11,543",727,5.9,"55,893",75.5
WA,"King County, WA","1,264,754","1,224,648","40,106",3.2,"94,822",128.1
WA,"Kitsap County, WA","123,493","117,634","5,859",4.7,"76,530",103.4
WA,"Kittitas County, WA","22,030","20,795","1,235",5.6,"55,624",75.1
WA,"Klickitat County, WA","10,094","9,507",587,5.8,"56,503",76.3
WA,"Lewis County, WA","33,941","31,756","2,185",6.4,"57,019",77.0
WA,"Lincoln County, WA","5,075","4,822",253,5.0,"53,326",72.0
WA,"Mason County, WA","24,457","22,873","1,584",6.5,"58,239",78.7
WA,"Okanogan County, WA","20,622","19,258","1,364",6.6,"48,345",65.3
WA,"Pacific County, WA","8,419","7,824",595,7.1,"46,365",62.6
WA,"Pend Oreille County, WA","4,847","4,492",355,7.3,"49,750",67.2
WA,"Pierce County, WA","425,870","403,258","22,612",5.3,"75,022",101.3
WA,"San Juan County, WA","8,280","7,949",331,4.0,"62,249",84.1
WA,"Skagit County, WA","60,564","57,337","3,227",5.3,"70,955",95.9
WA,"Skamania County, WA","5,354","5,048",306,5.7,"64,344",86.9
WA,"Snohomish County, WA","430,814","415,930","14,884",3.5,"87,096",117.7
WA,"Spokane County, WA","245,323","232,197","13,126",5.4,"59,408",80.3
WA,"Stevens County, WA","18,393","17,050","1,343",7.3,"51,183",69.1
WA,"Thurston County, WA","138,067","131,291","6,776",4.9,"72,400",97.8
WA,"Wahkiakum County, WA","1,333","1,242",91,6.8,"55,692",75.2
WA,"Walla Walla County, WA","29,350","27,930","1,420",4.8,"57,329",77.4
WA,"Whatcom County, WA","111,677","106,221","5,456",4.9,"62,262",84.1
WA,"Whitman County, WA","23,546","22,486","1,060",4.5,"45,389",61.3
WA,"Yakima County, WA","129,078","120,677","8,401",6.5,"51,377",69.4
WN,West Virginia,"785,196","744,326","40,870",5.2,"44,038",100.0
WV,"Barbour County, WV","6,857","6,449",408,6.0,"39,776",90.3
WV,"Berkeley County, WV","57,407","55,083","2,324",4.0,"59,619",135.4
WV,"Boone County, WV","7,440","6,988",452,6.1,"38,110",86.5
WV,"Braxton County, WV","5,093","4,737",356,7.0,"39,292",89.2
WV,"Brooke County, WV","9,849","9,253",596,6.1,"48,342",109.8
WV,"Cabell County, WV","40,980","39,056","1,924",4.7,"39,790",90.4
WV,"Calhoun County, WV","2,414","2,164",250,10.4,"36,384",82.6
WV,"Clay County, WV","3,117","2,856",261,8.4,"35,983",81.7
WV,"Doddridge County, WV","3,952","3,798",154,3.9,"44,725",101.6
WV,"Fayette County, WV","15,872","14,869","1,003",6.3,"37,867",86.0
WV,"Gilmer County, WV","2,363","2,214",149,6.3,"38,173",86.7
WV,"Grant County, WV","5,811","5,482",329,5.7,"42,146",95.7
WV,"Greenbrier County, WV","15,611","14,823",788,5.0,"37,665",85.5
WV,"Hampshire County, WV","10,386","9,945",441,4.2,"44,442",100.9
WV,"Hancock County, WV","12,872","12,119",753,5.8,"47,299",107.4
WV,"Hardy County, WV","5,773","5,457",316,5.5,"43,573",98.9
WV,"Harrison County, WV","34,049","32,518","1,531",4.5,"47,942",108.9
WV,"Jackson County, WV","16,170","15,527",643,4.0,"48,731",110.7
WV,"Jefferson County, WV","29,656","28,667",989,3.3,"75,027",170.4
WV,"Kanawha County, WV","82,348","78,131","4,217",5.1,"41,926",95.2
WV,"Lewis County, WV","6,661","6,292",369,5.5,"40,691",92.4
WV,"Lincoln County, WV","7,111","6,622",489,6.9,"39,766",90.3
WV,"Logan County, WV","10,726","9,988",738,6.9,"34,894",79.2
WV,"McDowell County, WV","4,456","4,040",416,9.3,"27,292",62.0
WV,"Marion County, WV","25,192","23,758","1,434",5.7,"46,244",105.0
WV,"Marshall County, WV","14,133","13,317",816,5.8,"50,064",113.7
WV,"Mason County, WV","9,917","9,228",689,6.9,"43,050",97.8
WV,"Mercer County, WV","20,969","19,659","1,310",6.2,"37,860",86.0
WV,"Mineral County, WV","12,277","11,607",670,5.5,"48,578",110.3
WV,"Mingo County, WV","6,835","6,320",515,7.5,"32,917",74.7
WV,"Monongalia County, WV","53,643","51,459","2,184",4.1,"51,070",116.0
WV,"Monroe County, WV","5,787","5,510",277,4.8,"38,171",86.7
WV,"Morgan County, WV","7,956","7,616",340,4.3,"49,487",112.4
WV,"Nicholas County, WV","9,282","8,688",594,6.4,"38,572",87.6
WV,"Ohio County, WV","21,308","20,333",975,4.6,"48,689",110.6
WV,"Pendleton County, WV","3,531","3,400",131,3.7,"40,415",91.8
WV,"Pleasants County, WV","2,841","2,666",175,6.2,"50,768",115.3
WV,"Pocahontas County, WV","3,797","3,565",232,6.1,"39,467",89.6
WV,"Preston County, WV","15,320","14,522",798,5.2,"47,101",107.0
WV,"Putnam County, WV","26,351","25,064","1,287",4.9,"61,995",140.8
WV,"Raleigh County, WV","29,681","28,139","1,542",5.2,"41,298",93.8
WV,"Randolph County, WV","12,021","11,364",657,5.5,"40,064",91.0
WV,"Ritchie County, WV","4,309","4,080",229,5.3,"43,717",99.3
WV,"Roane County, WV","4,943","4,558",385,7.8,"36,658",83.2
WV,"Summers County, WV","4,207","3,951",256,6.1,"34,768",78.9
WV,"Taylor County, WV","7,776","7,401",375,4.8,"46,370",105.3
WV,"Tucker County, WV","3,326","3,144",182,5.5,"48,070",109.2
WV,"Tyler County, WV","3,097","2,873",224,7.2,"46,054",104.6
WV,"Upshur County, WV","9,388","8,855",533,5.7,"41,213",93.6
WV,"Wayne County, WV","15,587","14,664",923,5.9,"38,704",87.9
WV,"Webster County, WV","3,167","2,967",200,6.3,"34,054",77.3
WV,"Wetzel County, WV","6,554","6,088",466,7.1,"44,685",101.5
WV,"Wirt County, WV","2,210","2,057",153,6.9,"44,837",101.8
WV,"Wood County, WV","36,019","34,067","1,952",5.4,"45,278",102.8
WV,"Wyoming County, WV","6,799","6,327",472,6.9,"35,460",80.5
WI,Wisconsin,"3,118,301","3,024,747","93,554",3.0,"60,779",100.0
WI,"Adams County, WI","8,178","7,792",386,4.7,"43,000",70.7
WI,"Ashland County, WI","7,905","7,568",337,4.3,"44,627",73.4
WI,"Barron County, WI","24,910","24,067",843,3.4,"50,344",82.8
WI,"Bayfield County, WI","7,573","7,203",370,4.9,"53,637",88.2
WI,"Brown County, WI","142,639","138,718","3,921",2.7,"62,097",102.2
WI,"Buffalo County, WI","6,597","6,370",227,3.4,"59,087",97.2
WI,"Burnett County, WI","7,295","6,961",334,4.6,"55,295",91.0
WI,"Calumet County, WI","27,704","26,988",716,2.6,"72,645",119.5
WI,"Chippewa County, WI","33,354","32,250","1,104",3.3,"59,528",97.9
WI,"Clark County, WI","18,024","17,504",520,2.9,"55,245",90.9
WI,"Columbia County, WI","31,463","30,610",853,2.7,"65,435",107.7
WI,"Crawford County, WI","7,838","7,547",291,3.7,"49,200",80.9
WI,"Dane County, WI","319,942","312,787","7,155",2.2,"71,789",118.1
WI,"Dodge County, WI","47,964","46,703","1,261",2.6,"63,608",104.7
WI,"Door County, WI","15,420","14,863",557,3.6,"61,221",100.7
WI,"Douglas County, WI","23,217","22,295",922,4.0,"50,637",83.3
WI,"Dunn County, WI","24,367","23,623",744,3.1,"57,506",94.6
WI,"Eau Claire County, WI","59,051","57,513","1,538",2.6,"60,111",98.9
WI,"Florence County, WI","2,266","2,181",85,3.8,"53,188",87.5
WI,"Fond du Lac County, WI","57,227","55,712","1,515",2.6,"59,428",97.8
WI,"Forest County, WI","3,975","3,784",191,4.8,"45,156",74.3
WI,"Grant County, WI","28,240","27,447",793,2.8,"57,328",94.3
WI,"Green County, WI","21,060","20,518",542,2.6,"63,160",103.9
WI,"Green Lake County, WI","9,707","9,383",324,3.3,"55,512",91.3
WI,"Iowa County, WI","13,793","13,431",362,2.6,"68,017",111.9
WI,"Iron County, WI","2,575","2,425",150,5.8,"44,130",72.6
WI,"Jackson County, WI","10,567","10,237",330,3.1,"52,919",87.1
WI,"Jefferson County, WI","46,054","44,733","1,321",2.9,"65,831",108.3
